fid,id,length
13302,2243,13080
13073,2244,193944
13075,2245,44661
13074,2246,269565
13077,2247,115146
13076,2248,67140
13147,2249,256136
13146,2250,117958
13148,2251,10436
12937,2252,100895
12939,2253,50997
12938,2254,5399
12941,2255,2069
12940,2256,5902
12931,2257,96405
12933,2258,24318
12932,2259,108294
12955,2260,16951
12954,2261,33979
12957,2262,28109
12956,2263,17354
12959,2264,3082
12958,2265,8793
12969,2266,28420
12968,2267,18161
12970,2268,33335
12975,2269,29687
12974,2270,28166
12961,2271,5327
12960,2272,23488
12963,2273,2186
12962,2274,48253
12965,2275,3712
12964,2276,26616
12967,2277,30514
12966,2278,33694
12985,2279,3874
12984,2280,52388
12987,2281,10384
12986,2282,12106
12989,2283,12335
12988,2284,16227
12991,2285,50395
12990,2286,3597
12983,2287,24098
12982,2288,34842
13005,2289,133121
12993,2290,75315
12992,2291,2960
12995,2292,5284
12994,2293,23340
12997,2294,3952
12996,2295,9902
13019,2296,78987
12812,2297,148425
12801,2298,35534
12800,2299,20391
12803,2300,16954
12802,2301,2713
12804,2302,11292
12825,2303,139704
12824,2304,17696
12819,2305,36760
12818,2306,1472
12821,2307,101607
12820,2308,55642
12823,2309,7325
12822,2310,1793
12843,2311,28456
12842,2312,72912
12877,2313,69618
12879,2314,75
12878,2315,11070
12881,2316,75
12880,2317,10847
12905,2318,32790
12904,2319,27925
12907,2320,1120
12906,2321,31549
12910,2322,155536
12697,2323,54958
12696,2324,6868
12703,2325,75810
12690,2326,84391
12695,2327,75246
12717,2328,94162
12719,2329,12802
12718,2330,11467
12704,2331,201928
12707,2332,92290
12706,2333,41278
12731,2334,191762
12749,2335,17331
12751,2336,5751
12750,2337,9450
12739,2338,52659
12761,2339,7957
12760,2340,73977
12763,2341,205473
12762,2342,70923
12753,2343,1815
12752,2344,23388
12755,2345,12383
12754,2346,18116
12757,2347,13535
12756,2348,16912
12759,2349,47558
12782,2350,81030
12769,2351,17730
12771,2352,15168
12770,2353,18737
12773,2354,30588
12772,2355,1884
12793,2356,10064
12792,2357,16998
12795,2358,1028
12794,2359,16796
12797,2360,52392
12796,2361,13614
12799,2362,3908
12798,2363,19194
12545,2364,71317
12544,2365,3461
12547,2366,3952
12546,2367,3266
12570,2368,216323
12563,2369,87625
12562,2370,51684
12597,2371,14714
12596,2372,38652
12599,2373,121700
12667,2374,63232
12657,2375,4858
12656,2376,125050
12425,2377,7860
12424,2378,7235
12427,2379,43588
12426,2380,13049
12429,2381,6097
12428,2382,5842
12431,2383,6998
12430,2384,15375
12417,2385,22812
12416,2386,10766
12419,2387,17790
12418,2388,15283
12421,2389,8048
12420,2390,10696
12423,2391,9127
12422,2392,15566
12441,2393,4879
12440,2394,7756
12443,2395,4594
12442,2396,6097
12433,2397,3860
12432,2398,4556
12435,2399,8373
12434,2400,13205
12437,2401,29240
12436,2402,7176
12439,2403,2734
12438,2404,7088
12457,2405,83560
12456,2406,40868
12451,2407,32447
12450,2408,3704
12453,2409,916
12452,2410,3881
12455,2411,28651
12454,2412,20273
12477,2413,15159
12476,2414,37917
12479,2415,25423
12478,2416,11877
12491,2417,63221
12490,2418,91432
12492,2419,93306
12495,2420,159824
12481,2421,20845
12480,2422,32422
12482,2423,33948
12521,2424,37175
12527,2425,8837
12526,2426,27264
12517,2427,58570
12519,2428,154275
12518,2429,217836
12537,2430,151415
12539,2431,24847
12538,2432,9490
12541,2433,2646
12540,2434,12058
12543,2435,54
12543,2436,54
12542,2437,12611
12529,2438,17632
12528,2439,40724
12531,2440,4478
12530,2441,324
12533,2442,17095
12532,2443,29292
12413,2444,7052
12415,2445,12293
12414,2446,23266
16257,2447,21786
16256,2448,15968
16259,2449,1037
16258,2450,95892
16261,2451,2726
16260,2452,49806
16262,2453,17449
16281,2454,45703
16280,2455,73648
16283,2456,28462
16282,2457,26770
16285,2458,26893
16284,2459,37504
16287,2460,20807
16286,2461,61756
16275,2462,61487
16279,2463,30329
16278,2464,190615
16313,2465,13851
16312,2466,29124
16315,2467,4256
16314,2468,13666
16317,2469,53932
16316,2470,9398
16319,2471,3851
16318,2472,18383
16307,2473,14008
16309,2474,35077
16308,2475,27564
16311,2476,11676
16310,2477,2956
16329,2478,384
16328,2479,641
16335,2480,51597
16334,2481,34041
16323,2482,4244
16322,2483,33506
16325,2484,8555
16324,2485,22722
16327,2486,25909
16326,2487,22615
16351,2488,44518
16337,2489,26522
16336,2490,24755
16367,2491,11929
16353,2492,43632
16352,2493,21567
16377,2494,3833
16376,2495,4297
16379,2496,5279
16378,2497,6
16378,2498,6
16381,2499,6935
16380,2500,5963
16383,2501,6308
16382,2502,6141
16369,2503,3638
16368,2504,1302
16371,2505,2029
16370,2506,2531
16373,2507,4380
16372,2508,4645
16375,2509,7600
16374,2510,8817
16137,2511,4834
16136,2512,28404
16139,2513,41917
16138,2514,18009
16140,2515,8367
16129,2516,12783
16128,2517,18229
16131,2518,16298
16130,2519,31885
16133,2520,29477
16132,2521,15297
16135,2522,37316
16134,2523,5040
16169,2524,13024
16168,2525,21611
16171,2526,27801
16170,2527,12320
16173,2528,15151
16172,2529,17023
16174,2530,41903
16165,2531,31955
16167,2532,4680
16166,2533,27196
16193,2534,12545
16192,2535,46603
16195,2536,15698
16194,2537,31036
16235,2538,7887
16234,2539,18370
16237,2540,18667
16236,2541,30417
16239,2542,932
16238,2543,18546
16227,2544,27045
16226,2545,64736
16229,2546,31709
16228,2547,35441
16253,2548,47034
16252,2549,2099
16255,2550,16535
16254,2551,44370
16241,2552,22120
16240,2553,9641
16243,2554,21109
16242,2555,25707
16025,2556,1954
16024,2557,2914
16027,2558,8258
16026,2559,6614
16029,2560,61395
16028,2561,4968
16019,2562,17819
16018,2563,24405
16021,2564,53180
16020,2565,4991
16023,2566,27388
16022,2567,34377
16085,2568,9193
16086,2569,86152
16123,2570,33959
16122,2571,55294
16125,2572,13043
16124,2573,9918
16127,2574,45881
16126,2575,8535
15963,2576,6520
15962,2577,41370
15965,2578,42997
15964,2579,27508
15967,2580,30753
15966,2581,5493
15952,2582,83102
15969,2583,18154
15968,2584,673
15971,2585,6974
15970,2586,2150
15973,2587,54045
15972,2588,26253
15817,2589,38083
15816,2590,31210
15819,2591,11622
15818,2592,66843
15821,2593,3518
15820,2594,32517
15823,2595,16206
15822,2596,5720
15813,2597,628
15812,2598,29613
15815,2599,28396
15814,2600,93719
15833,2601,20026
15832,2602,35905
15835,2603,2493
15834,2604,20270
15836,2605,4436
15825,2606,19319
15824,2607,23719
15827,2608,12390
15826,2609,36737
15829,2610,15392
15828,2611,12083
15830,2612,2733
15855,2613,17513
15854,2614,23997
15856,2615,35183
15625,2616,45912
15624,2617,36395
15627,2618,22847
15626,2619,31046
15629,2620,33355
15628,2621,13865
15631,2622,40501
15630,2623,34546
15641,2624,8712
15640,2625,26192
15633,2626,41754
15632,2627,5602
15635,2628,29295
15634,2629,60807
15637,2630,6326
15636,2631,62899
15639,2632,50200
15638,2633,15377
15649,2634,43496
15648,2635,3877
15650,2636,52850
15673,2637,1614
15672,2638,2957
15675,2639,15278
15674,2640,32741
15677,2641,17469
15676,2642,45998
15679,2643,8315
15678,2644,26005
15665,2645,17787
15667,2646,20992
15666,2647,7469
15669,2648,21890
15668,2649,8602
15671,2650,2541
15670,2651,16719
15681,2652,6024
15680,2653,23834
15683,2654,1442
15682,2655,4756
15684,2656,11817
15709,2657,14440
15708,2658,13349
15711,2659,7203
15710,2660,48056
15713,2661,8706
15712,2662,6299
15715,2663,37946
15716,2664,55788
15513,2665,66548
15512,2666,639
15514,2667,10579
15511,2668,42375
15544,2669,25388
15549,2670,28412
15548,2671,982
15551,2672,21960
15550,2673,16839
15537,2674,13260
15536,2675,10810
15539,2676,42978
15538,2677,49062
15541,2678,74724
15540,2679,50586
15543,2680,11927
15542,2681,14997
15561,2682,18041
15560,2683,8073
15563,2684,2678
15562,2685,14608
15565,2686,12657
15564,2687,8324
15567,2688,19187
15566,2689,81151
15553,2690,31042
15552,2691,11113
15555,2692,55895
15554,2693,10756
15557,2694,7928
15556,2695,20568
15559,2696,4461
15558,2697,3737
15569,2698,3831
15568,2699,7636
15571,2700,10107
15570,2701,8466
15609,2702,20811
15608,2703,15639
15611,2704,26720
15610,2705,8295
15612,2706,28497
15601,2707,35590
15603,2708,34777
15602,2709,9511
15604,2710,34163
15384,2711,63247
15387,2712,38055
15388,2713,67282
15383,2714,52259
15417,2715,11171
15416,2716,64192
15419,2717,27505
15418,2718,11454
15413,2719,28122
15412,2720,5933
15415,2721,37477
15414,2722,29752
15437,2723,1527
15436,2724,5017
15439,2725,5711
15438,2726,18241
15425,2727,28034
15427,2728,9854
15426,2729,22812
15429,2730,35738
15428,2731,38181
15430,2732,22332
15441,2733,22381
15440,2734,65087
15465,2735,580
15464,2736,6122
15467,2737,34719
15466,2738,24950
15469,2739,2670
15468,2740,46982
15249,2741,4497
15248,2742,72159
15251,2743,9052
15250,2744,6795
15253,2745,6038
15252,2746,41955
15279,2747,9950
15278,2748,5365
15271,2749,152626
15292,2750,58297
15281,2751,11502
15280,2752,15978
15283,2753,21389
15282,2754,28594
15285,2755,33869
15284,2756,2505
15307,2757,2928
15309,2758,30525
15308,2759,40636
15311,2760,19332
15310,2761,20020
15313,2762,45655
15312,2763,29271
15315,2764,52051
15316,2765,21326
15177,2766,3687
15176,2767,655
15179,2768,77243
15178,2769,15565
15181,2770,23896
15180,2771,4047
15183,2772,5489
15182,2773,14949
15175,2774,5085
15193,2775,16101
15192,2776,15134
15195,2777,5955
15194,2778,12805
15197,2779,19548
15196,2780,28845
15199,2781,5567
15198,2782,40064
15185,2783,22349
15184,2784,11063
15187,2785,36367
15186,2786,18496
15189,2787,9942
15188,2788,1858
15191,2789,37722
15190,2790,14469
15209,2791,9337
15208,2792,13508
15211,2793,12298
15210,2794,5535
15213,2795,20997
15212,2796,6443
15215,2797,28091
15214,2798,20149
15207,2799,4239
15217,2800,15735
15216,2801,54624
15219,2802,21165
15218,2803,24349
15001,2804,34248
15000,2805,21817
15002,2806,378
14995,2807,27103
14994,2808,100962
14997,2809,34606
14996,2810,1906
14999,2811,14693
14998,2812,16009
15021,2813,35823
15023,2814,99990
15022,2815,52757
15011,2816,11158
15010,2817,96053
15025,2818,82276
15024,2819,82077
15027,2820,48241
15026,2821,49248
15029,2822,137873
15028,2823,58423
15030,2824,54345
15055,2825,34514
15054,2826,21245
15057,2827,11067
15056,2828,15224
15059,2829,2465
15058,2830,20760
15061,2831,19170
15060,2832,5767
15097,2833,20467
15096,2834,61001
15099,2835,42885
15098,2836,21789
15101,2837,3777
15100,2838,15909
14859,2839,22653
14873,2840,25982
14872,2841,24396
14875,2842,51823
14874,2843,15469
14877,2844,10113
14876,2845,10911
14879,2846,3403
14878,2847,5253
14869,2848,23201
14868,2849,40754
14871,2850,10018
14870,2851,8279
14889,2852,4416
14888,2853,14904
14891,2854,7522
14890,2855,5215
14892,2856,10110
14881,2857,7331
14880,2858,19383
14883,2859,6943
14882,2860,10295
14885,2861,14995
14884,2862,29684
14887,2863,1744
14886,2864,7803
14953,2865,31407
14952,2866,40481
14955,2867,16751
14954,2868,11480
14728,2869,24055
14721,2870,1052
14720,2871,8367
14723,2872,1808
14722,2873,41718
14725,2874,29030
14724,2875,1123
14727,2876,15921
14726,2877,41315
14751,2878,5786
14761,2879,36556
14760,2880,4852
14763,2881,48926
14762,2882,14549
14765,2883,12700
14764,2884,50485
14753,2885,9826
14752,2886,17640
14755,2887,38025
14754,2888,1726
14757,2889,89381
14759,2890,50086
14777,2891,51412
14776,2892,23397
14779,2893,49159
14778,2894,11528
14775,2895,105841
14809,2896,59654
14808,2897,66792
14811,2898,53588
14810,2899,41885
14813,2900,24332
14812,2901,56196
14815,2902,22891
14814,2903,17045
14801,2904,19042
14800,2905,4809
14803,2906,86150
14802,2907,7189
14805,2908,155473
14804,2909,49318
14807,2910,96323
14806,2911,88211
14817,2912,13879
14816,2913,779
14819,2914,14312
14818,2915,20766
14821,2916,39737
14820,2917,7929
14822,2918,10087
14841,2919,31166
14840,2920,4254
14843,2921,11699
14842,2922,62298
14844,2923,1935
14839,2924,39752
14838,2925,39162
14601,2926,6934
14600,2927,101495
14603,2928,17128
14602,2929,23841
14604,2930,40041
14607,2931,74711
14606,2932,20984
14635,2933,147162
14665,2934,11248
14664,2935,6343
14659,2936,47435
14658,2937,6638
14661,2938,2603
14660,2939,11185
14663,2940,2064
14662,2941,8833
14681,2942,4781
14680,2943,14267
14683,2944,6335
14682,2945,2576
14685,2946,23217
14684,2947,19741
14687,2948,24299
14686,2949,13041
14675,2950,14124
14677,2951,2866
14676,2952,5350
14679,2953,9683
14678,2954,29049
14697,2955,6467
14696,2956,1287
14699,2957,40911
14698,2958,10036
14701,2959,38240
14700,2960,6094
14703,2961,7148
14702,2962,19009
14689,2963,17843
14688,2964,5879
14691,2965,6996
14690,2966,11935
14693,2967,17355
14692,2968,8033
14695,2969,5401
14694,2970,11435
14713,2971,5733
14712,2972,1726
14715,2973,23222
14714,2974,5484
14717,2975,7558
14716,2976,34701
14719,2977,5728
14718,2978,2271
14705,2979,16082
14704,2980,5799
14707,2981,6446
14706,2982,5553
14709,2983,1533
14708,2984,16866
14711,2985,4284
14710,2986,12134
14473,2987,66664
14472,2988,131225
14475,2989,16780
14474,2990,199823
14465,2991,224307
14464,2992,35791
14467,2993,35482
14466,2994,9772
14469,2995,40387
14468,2996,20381
14471,2997,24555
14470,2998,103702
14489,2999,14667
14488,3000,4833
14491,3001,2563
14490,3002,11209
14493,3003,61056
14492,3004,120644
14495,3005,51070
14494,3006,36188
14483,3007,13700
14482,3008,93357
14485,3009,37220
14484,3010,14237
14487,3011,79165
14497,3012,59915
14496,3013,72520
14499,3014,6161
14498,3015,63599
14501,3016,88967
14500,3017,1255
14523,3018,45388
14525,3019,5540
14524,3020,17660
14512,3021,67914
14553,3022,4378
14552,3023,114185
14555,3024,83167
14554,3025,480
14556,3026,96889
14545,3027,128574
14549,3028,25363
14548,3029,27350
14551,3030,49459
14550,3031,26887
14589,3032,35441
14344,3033,21076
14339,3034,25704
14341,3035,10961
14340,3036,56630
14343,3037,40291
14342,3038,8978
14383,3039,40956
14382,3040,15429
14384,3041,8810
14425,3042,14686
14424,3043,2567
14427,3044,5273
14426,3045,15334
14429,3046,40603
14428,3047,38397
14431,3048,6311
14430,3049,53775
14421,3050,25686
14420,3051,27234
14423,3052,4297
14422,3053,4276
14441,3054,28744
14440,3055,6654
14443,3056,6619
14442,3057,23305
14445,3058,25592
14444,3059,33721
14447,3060,19016
14446,3061,11420
14433,3062,22452
14432,3063,36476
14435,3064,8247
14434,3065,13013
14437,3066,14958
14436,3067,6467
14439,3068,12967
14438,3069,18355
14457,3070,13530
14456,3071,12110
14459,3072,46030
14458,3073,3394
14461,3074,28282
14460,3075,313910
14463,3076,123168
14462,3077,11378
14449,3078,19217
14448,3079,27246
14451,3080,39817
14450,3081,49743
14453,3082,5355
14452,3083,58612
14455,3084,15053
14454,3085,39701
9923,3086,19044
9924,3087,1677
9093,3088,5196
9092,3089,121
9094,3090,5047
9163,3091,12334
9164,3092,2048
9081,3093,1412
9080,3094,6760
9085,3095,209
9087,3096,7889
9086,3097,6742
9079,3098,5705
8221,3099,12719
8220,3100,11465
8220,3101,11465
11801,3102,29333
11800,3103,18822
11803,3104,27943
11802,3105,16933
11805,3106,12413
11804,3107,161891
11807,3108,43927
11806,3109,74852
11799,3110,15271
11821,3111,18491
11820,3112,83380
11823,3113,4097
11822,3114,67076
11809,3115,207150
11808,3116,121837
11833,3117,2899
11832,3118,46482
11835,3119,7902
11834,3120,119351
11836,3121,48408
11831,3122,26006
11871,3123,4048
11872,3124,34113
10273,3125,33349
10272,3126,13613
10275,3127,23698
10274,3128,3802
5937,3129,4736
5936,3130,21139
5161,3131,23445
5160,3132,101600
5162,3133,202644
5157,3134,72340
5156,3135,18280
5021,3136,5495
5020,3137,528
5023,3138,7717
5022,3139,4295
5029,3140,2935
5031,3141,844
5030,3142,3215
5049,3143,9217
5051,3144,174234
5050,3145,15566
5053,3146,145656
5052,3147,67679
5055,3148,53048
5054,3149,125365
5071,3150,61505
5070,3151,121219
5081,3152,5692
5083,3153,1042
5082,3154,7849
5101,3155,316
5103,3156,2482
5102,3157,2932
4865,3158,9668
4864,3159,2235
4866,3160,5121
4869,3161,9706
4868,3162,253
4870,3163,8373
4889,3164,4043
4888,3165,5095
4881,3166,20868
4880,3167,11879
4882,3168,4366
4885,3169,2842
4884,3170,591
4887,3171,194
4886,3172,13930
4921,3173,352
4920,3174,3927
4925,3175,13110
4924,3176,11342
4926,3177,247
4919,3178,2413
4931,3179,2830
4930,3180,2093
4932,3181,1446
4973,3182,331
4975,3183,20428
4974,3184,17822
4985,3185,99825
4986,3186,73033
4749,3187,8899
4751,3188,1445
4750,3189,8596
4757,3190,1844
4759,3191,2018
4758,3192,535
4793,3193,4605
4792,3194,8007
4787,3195,15322
4786,3196,267
4789,3197,11781
4788,3198,917
4791,3199,8189
4808,3200,39804
4807,3201,24011
4824,3202,8368
4829,3203,9250
4828,3204,272
4830,3205,7203
4817,3206,6691
4816,3207,399
4819,3208,443
4818,3209,5539
4821,3210,1839
4820,3211,2031
4823,3212,7698
4822,3213,231
4841,3214,854
4843,3215,1241
4842,3216,1286
4833,3217,599
4835,3218,1319
4834,3219,2252
4837,3220,149
4839,3221,15474
4838,3222,13063
4857,3223,18277
4856,3224,1975
4859,3225,593
4858,3226,21850
4855,3227,4346
4854,3228,2299
4625,3229,33460
4624,3230,203817
4626,3231,201264
4664,3232,251
4663,3233,3150
4662,3234,3626
4680,3235,359
4679,3236,2877
4678,3237,2056
4480,3238,3962
4507,3239,674
4509,3240,1131
4508,3241,2089
4511,3242,1737
4510,3243,1586
4497,3244,9196
4496,3245,8359
4498,3246,8295
4361,3247,41386
4360,3248,40595
4362,3249,18174
4353,3250,166
4352,3251,20745
4357,3252,56051
4356,3253,199
4359,3254,33908
4358,3255,33666
4392,3256,11045
4389,3257,1873
4391,3258,30634
4390,3259,41945
4441,3260,4166
4440,3261,1000
4442,3262,1229
4445,3263,2635
4447,3264,5511
4446,3265,3016
4461,3266,4289
4462,3267,1934
4479,3268,20341
4478,3269,11422
4465,3270,4415
4464,3271,5662
4466,3272,813
4235,3273,4837
4234,3274,5265
4236,3275,6065
4225,3276,10509
4224,3277,355
4226,3278,10934
4255,3279,1701
4254,3280,11985
4321,3281,16982
4320,3282,79822
4351,3283,18451
4104,3284,12746
4097,3285,3224
4096,3286,3952
4098,3287,670
4101,3288,3086
4100,3289,252
4102,3290,4617
4123,3291,11241
4125,3292,1137
4124,3293,8580
4141,3294,9323
4140,3295,4302
4129,3296,23075
4131,3297,13593
4130,3298,17208
4153,3299,795
4155,3300,3175
4154,3301,3608
4147,3302,2217
4146,3303,3505
4173,3304,2619
4172,3305,2073
4174,3306,686
4181,3307,1246
4183,3308,13377
4182,3309,13070
4201,3310,1322
4200,3311,18147
4209,3312,15907
4208,3313,46008
4215,3314,8088
4214,3315,1569
8137,3316,9230
8136,3317,11465
8136,3318,158523
8139,3319,52115
8138,3320,10183
8141,3321,113380
8140,3322,29672
8143,3323,478
8142,3324,42189
8153,3325,58618
8152,3326,11616
8155,3327,36665
8154,3328,5253
8145,3329,94839
8144,3330,15600
8147,3331,72044
8146,3332,46277
8149,3333,14215
8148,3334,27202
8151,3335,57887
8150,3336,20407
224213,3337,12462
